GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL ESPECÍFICO;Hospitalización (Anexo 19);N2.HOS.09.05;El sistema DEBE mantener actualizada la información de cuando el sistema mantiene asignacidn de cama a cada paciente actualizada la informac;El sistema DEBE mantener actualizada la información de cuando el sistema mantiene asignacidn de cama a cada paciente actualizada la información de generando rdtulo de ubicacidn y asignacidn de cama y genera condiciones de hospitalizacidn rdtulo de ubicacidn y PARA permitir el monitoreo y control condiciones de de la estancia fisica del usuario de hospitalizacidn. salud/ paciente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Hospitalización (Anexo 19);N2.HOS.09.06;El sistema DEBE mantener actualizada la información respecto cuando el sistema permite a movilizaciones transitorias o registrar movilizacio;El sistema DEBE mantener actualizada la información respecto cuando el sistema permite a movilizaciones transitorias o registrar movilizaciones del definitivas de cada paciente al paciente. interior de la UPSS Hospitalizacidn manteniendo o liberando la cama;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Hospitalización (Anexo 19);N2.HOS.09.07;El sistema DEBE permitir la gestión de ingreso y egreso de pacientes a cuando el sistema permite el cada UPS de hospitalizacidn PARA ingreso;El sistema DEBE permitir la gestión de ingreso y egreso de pacientes a cuando el sistema permite el cada UPS de hospitalizacidn PARA ingreso y egreso de mantener actualizado el censo de pacientes a las UPS de los usuarios de salud/ paciente. hospitalizacidn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.01;sin complicaciones en el periodo de el periodo de parto. parto PARA gestionar las atenciones de centra obstetrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: sin complicaciones en el periodo de el periodo de parto. parto PARA gestionar las atenciones de centra obstetrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.02;gestante con complicaciones PARA complicaciones. gestionar las atenciones de centra obstetrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: gestante con complicaciones PARA complicaciones. gestionar las atenciones de centra obstetrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.03;de gestionar la atencibn de puerperio puerperio inmediato. inmediato PARA gestionar las atenciones de centra obstetrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de gestionar la atencibn de puerperio puerperio inmediato. inmediato PARA gestionar las atenciones de centra obstetrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.04;recién nacido PARA gestionar las atenciones de centra obstetrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: recién nacido PARA gestionar las atenciones de centra obstetrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.05;N° HC, fecha y hora de ingreso, permitir el registro dptimo de la piso, unidad, número de cama, informacibn de las pacientes de centra mbdic;El sistema DEBE cumplir el criterio funcional indicado en la directiva: N° HC, fecha y hora de ingreso, permitir el registro dptimo de la piso, unidad, número de cama, informacibn de las pacientes de centra mbdico tratante o profesional de obstetrico. turno que recibe a la paciente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.06;de las atenciones diferenciadas segun cada ambiente. ambientes como salas de dilatacibn, expulsive y salas de parto de acuerdo;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de las atenciones diferenciadas segun cada ambiente. ambientes como salas de dilatacibn, expulsive y salas de parto de acuerdo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.07;diferenciada segiin el brea en sala de recuperacibn, sala de que se encuentra la gestante. puerperio), salas TPR, salas TPR para pacientes d;El sistema DEBE cumplir el criterio funcional indicado en la directiva: diferenciada segiin el brea en sala de recuperacibn, sala de que se encuentra la gestante. puerperio), salas TPR, salas TPR para pacientes de aislamiento de acuerdo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.08;atencibn al recién nacido, ambiente de en forma especifica: Peso, atencibn del recién nacido PARA Talla, Sexo, Perimetro cefalico, optimizar;El sistema DEBE cumplir el criterio funcional indicado en la directiva: atencibn al recién nacido, ambiente de en forma especifica: Peso, atencibn del recién nacido PARA Talla, Sexo, Perimetro cefalico, optimizar el registro de informacibn de perimetro torbxico, perimetro centra obstetrico ubicando al recién abdominal, temperatura, Apgar nacido. al 1 minuto, a los 5 minutes y a   N°3^3 -MINSA/OGTI-2025   QUE ESTABLECE EL PROCESO DE ACREDITACI6N DE LOS SISTEMAS DE INFORMACldN DE HISTORIAS CLiNICAS electrGnicas N° Estandar/;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.09;y duracidn de contracciones uterinas, correspondientes. uso de oxitocina, médicamentos administrados, preside arterial, pulso,;El sistema DEBE cumplir el criterio funcional indicado en la directiva: y duracidn de contracciones uterinas, correspondientes. uso de oxitocina, médicamentos administrados, preside arterial, pulso,;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.10;precisando el tipo de diagndstico (presuntivo, definitivo, repetitive) PARA;El sistema DEBE cumplir el criterio funcional indicado en la directiva: precisando el tipo de diagndstico (presuntivo, definitivo, repetitive) PARA;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.11;"N° historia; ademas datos relacionados de obstetricia. al servicio/piso/unidad, N° de cama, edad, asi como diagndsticos y alergia";"El sistema DEBE cumplir el criterio funcional indicado en la directiva: N° historia; ademas datos relacionados de obstetricia. al servicio/piso/unidad, N° de cama, edad, asi como diagndsticos y alergia";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.12;"médicamento, hora; registro de campos discretos. exdmenes de ayuda al diagndstico y tratamiento, registro de interconsultas,";"El sistema DEBE cumplir el criterio funcional indicado en la directiva: médicamento, hora; registro de campos discretos. exdmenes de ayuda al diagndstico y tratamiento, registro de interconsultas,";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.13;unidad, N° de cama, fecha de ingreso obstetricia. del paciente, sexo, edad PARA completar datos de la hoja grdfica de;El sistema DEBE cumplir el criterio funcional indicado en la directiva: unidad, N° de cama, fecha de ingreso obstetricia. del paciente, sexo, edad PARA completar datos de la hoja grdfica de;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.14;frecuencia respiratoria, presidn arterial, registrar todos los datos en temperatura, registro basal de la campos discretos. temperatura, reg;El sistema DEBE cumplir el criterio funcional indicado en la directiva: frecuencia respiratoria, presidn arterial, registrar todos los datos en temperatura, registro basal de la campos discretos. temperatura, registro basal de   N°3^3 -MINSA/OGTI-2025   QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE informaciOn de historias clInicas electrOnicas N° Codigo Estandar/;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.15;sangrado /loquios, liquido amnibtico, campos discretes. dinbmica uterina, secreciones;El sistema DEBE cumplir el criterio funcional indicado en la directiva: sangrado /loquios, liquido amnibtico, campos discretes. dinbmica uterina, secreciones;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.16;acuerdo con el alcance de la prdctica en centra obstdtrico PARA la gestibn;El sistema DEBE cumplir el criterio funcional indicado en la directiva: acuerdo con el alcance de la prdctica en centra obstdtrico PARA la gestibn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.17;de capturar una o varias evaluaciones evaluaciones. PARA optimizar la atención en Centro obstétrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de capturar una o varias evaluaciones evaluaciones. PARA optimizar la atención en Centro obstétrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.18;procedimientos de centro obstétrico solicitudes de procedimientos. PARA cumplir con la normativa referida a Centro obstétrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: procedimientos de centro obstétrico solicitudes de procedimientos. PARA cumplir con la normativa referida a Centro obstétrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.19;de ingreso a centro obstétrico. ingreso a centra obstétrico PARA la correcta gestibn de vacantes en centra obstétrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de ingreso a centro obstétrico. ingreso a centra obstétrico PARA la correcta gestibn de vacantes en centra obstétrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.20;de capturar el motivo de rechazo de la misma PARA cumplir con la normativa referida a centra obstetrico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de capturar el motivo de rechazo de la misma PARA cumplir con la normativa referida a centra obstetrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.21;motives de la decisibn. de ingreso a centra obstétrico, incluyendo el motivo PARA cumplir la;El sistema DEBE cumplir el criterio funcional indicado en la directiva: motives de la decisibn. de ingreso a centra obstétrico, incluyendo el motivo PARA cumplir la;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.22;informacibn recibida. recibida PARA cumplir con la optimizacibn del registro de las respuestas y registros derivados;El sistema DEBE cumplir el criterio funcional indicado en la directiva: informacibn recibida. recibida PARA cumplir con la optimizacibn del registro de las respuestas y registros derivados;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.23;camas de centra obstétrico sala o camas en centro permitiendo optimizar gestiones de obstétrico. ingreso PARA optimizar la atencibn de centr;El sistema DEBE cumplir el criterio funcional indicado en la directiva: camas de centra obstétrico sala o camas en centro permitiendo optimizar gestiones de obstétrico. ingreso PARA optimizar la atencibn de centra obstétrico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.24;Centro obstétrico segun sus horarios al permite los cupos disponibles momento de ingresar la orden PARA la de centro obstétrico. correcta ge;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Centro obstétrico segun sus horarios al permite los cupos disponibles momento de ingresar la orden PARA la de centro obstétrico. correcta gestibn.__________________   N'Stt -MINSA/OGTI-2025   QUE ESTABLECE EL PROCESO DE ACREDITAClON DE LOS SISTEMAS DE INFORMACldN DE HISTORIAS CLINIC as electrOnicas Estandar/;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Obstétrico (Anexo 20);N3.COB.01.25;datos. de la UGIPRESS, Tipo de Parto, Complicacion del Parto, Partos, Total;El sistema DEBE cumplir el criterio funcional indicado en la directiva: datos. de la UGIPRESS, Tipo de Parto, Complicacion del Parto, Partos, Total;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.01;conclusiones de la evaluacidn, fecha sistema no cumple con el criterio. probable de cirugia, hora probable de cirugia en formato 24 horas h/m/s, personal de salud, médico anestesidlogo programado, sala de operaciones, voluntad de donacidn de drganos Si en caso afirmativo, No en caso negative, grupo sanguineo, factor Rh PARA completar los datos de la Evaluacidn preanestdsica centro quirurgico;El sistema DEBE ofrecer la capacidad de capturar y autorrellenar los datos de filiacidn cuando el sistema permite;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.02;posanestesica, orden de intervencidn los formatos indicados. quirurgica y reporte operatorio de acuerdo con el alcance de la prdctica PARA;El sistema DEBE cumplir el criterio funcional indicado en la directiva: posanestesica, orden de intervencidn los formatos indicados. quirurgica y reporte operatorio de acuerdo con el alcance de la prdctica PARA;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.03;ventilacidn mecdnica, grafica minutada de constantes vitales durante la intervencidn, incidencias de interds en relacidn con el estado vital del paciente, balance hidrico, descripcidn del estado clinico del paciente durante la intervencidn, estado clinico del paciente despuds de la intervencidn, fecha de cirugia, hora de cirugia, médico anestesidlogo PARA completar el registro de la hoja de anestesia en centro quirurgico;El sistema DEBE ofrecer la capacidad de capturar y gestionar información del drea de cuando el sistema | permite;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.04;"estado de conciencia, motilidad, evolucidn respiracidn, dolor, perdidas; balance hidrico, procedimiento realizado, médicamento administrado, condicidn de egreso, Mddico anestesidlogo y Enfermera de unidad de recuperacidn PARA completar el registro posanestdsico de profesional médico, de enfermeria u otro profesional de la salud asignado a sala de recuperacidn de centro quirurgico";El sistema DEBE ofrecer la capacidad de capturar detalles administrativos (p. ej. cuando el sistema permite;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.05;preanestdsica, hoja de anestesia, hoja posanestdsica, orden de intervencidn;El sistema DEBE cumplir el criterio funcional indicado en la directiva: preanestdsica, hoja de anestesia, hoja posanestdsica, orden de intervencidn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.06;"""se requiere mis información"") PARA";"El sistema DEBE cumplir el criterio funcional indicado en la directiva: ""se requiere mis información"") PARA";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.07;"entrante (p. ej. ""orden aceptada"", ""orden rechazada"" o ""se requiere mis";"El sistema DEBE cumplir el criterio funcional indicado en la directiva: entrante (p. ej. ""orden aceptada"", ""orden rechazada"" o ""se requiere mis";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.08;saiga del quirOfano) segun la exigencia;El sistema DEBE cumplir el criterio funcional indicado en la directiva: saiga del quirOfano) segun la exigencia;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.09;especialista responsable, profesional;El sistema DEBE cumplir el criterio funcional indicado en la directiva: especialista responsable, profesional;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.10;descripcibn del procedimiento realizado, hallazgos operatorios, complicaciones durante la intervention quirurgica, nombres y apellidos de me;El sistema DEBE cumplir el criterio funcional indicado en la directiva: descripcibn del procedimiento realizado, hallazgos operatorios, complicaciones durante la intervention quirurgica, nombres y apellidos de medico(s) anestesiblogo(s), nombres y apellidos de enfermero(a) instrumentista, nombres y apellidos de enfermero(a) de enfermera circulante, Descripcibn de estado y destino del usuario de salud - paciente al salir del quirbfano, precisibn de realizacibn o no de examen anatomo-patolbgico y/ o bacteriolbgico, firma del Mbdico cirujano o especialista;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.11;posanestbsica;El sistema DEBE cumplir el criterio funcional indicado en la directiva: posanestbsica;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.12;orden de intervencion quirurgica;El sistema DEBE cumplir el criterio funcional indicado en la directiva: orden de intervencion quirurgica;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.13;dicha solicitud electrónica, incluyendo los de la decision. motivos de la decisibn PARA cumplir la correcta gestibn de centra quirurgico y;El sistema DEBE cumplir el criterio funcional indicado en la directiva: dicha solicitud electrónica, incluyendo los de la decision. motivos de la decisibn PARA cumplir la correcta gestibn de centra quirurgico y;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.14;quirúrgico. del centra quirurgico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: quirúrgico. del centra quirurgico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.15;la asignacidn de las sales. del centra quirurgico;El sistema DEBE cumplir el criterio funcional indicado en la directiva: la asignacidn de las sales. del centra quirurgico;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Centro Quirúrgico (Anexo 21);N3.CQX.01.16;la IPRESS, Código de la UGIPRESS, Programacibn, Cirugias Mayores, Cirugias;El sistema DEBE cumplir el criterio funcional indicado en la directiva: la IPRESS, Código de la UGIPRESS, Programacibn, Cirugias Mayores, Cirugias;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.01;avanzada y prolongada, soporte en secciones independientes. ventilatorio agudo y crbnico o prolongado, trauma y neurointensivismo, soporte;El sistema DEBE cumplir el criterio funcional indicado en la directiva: avanzada y prolongada, soporte en secciones independientes. ventilatorio agudo y crbnico o prolongado, trauma y neurointensivismo, soporte;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.02;monitorear, controlar y/o permitir la trazabilidad y auditoria permanente en;El sistema DEBE cumplir el criterio funcional indicado en la directiva: monitorear, controlar y/o permitir la trazabilidad y auditoria permanente en;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.03;plan de trabajo y disminuir repeticidn de registros en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: plan de trabajo y disminuir repeticidn de registros en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.04;Requerimiento funcional extraído del anexo;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Requerimiento funcional extraído del anexo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.05;autoextubacibn;El sistema DEBE cumplir el criterio funcional indicado en la directiva: autoextubacibn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.06;Requerimiento funcional extraído del anexo;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Requerimiento funcional extraído del anexo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.07;la gestion de registros de UCI. terapbuticas (TISS-76);El sistema DEBE cumplir el criterio funcional indicado en la directiva: la gestion de registros de UCI. terapbuticas (TISS-76);2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.08;de ingresos/egresos de UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de ingresos/egresos de UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.09;completar indicaciones especificas de UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: completar indicaciones especificas de UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.01.10;monitoreo y registros de enfermeria de UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: monitoreo y registros de enfermeria de UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.02.01;politica organizacional y/o la ley jurisdiccional PARA mantener actualizada;El sistema DEBE cumplir el criterio funcional indicado en la directiva: politica organizacional y/o la ley jurisdiccional PARA mantener actualizada;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.02.02;basadas en roles o reglas) de resultados miembro (s) del equipo de UCI. clínicamente significativos o cambios de resultados PARA mantener ac;El sistema DEBE cumplir el criterio funcional indicado en la directiva: basadas en roles o reglas) de resultados miembro (s) del equipo de UCI. clínicamente significativos o cambios de resultados PARA mantener actualizada;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.02.03;notificacibn de acuerdo con el alcance de la practica, la politica organizacional y/o la;El sistema DEBE cumplir el criterio funcional indicado en la directiva: notificacibn de acuerdo con el alcance de la practica, la politica organizacional y/o la;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.03.01;tratamiento y servicios de salud PARA facilitar la ejecucibn del tratamiento;El sistema DEBE cumplir el criterio funcional indicado en la directiva: tratamiento y servicios de salud PARA facilitar la ejecucibn del tratamiento;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.04.01;registros de UCI segun documentacibn 76). vigente;El sistema DEBE cumplir el criterio funcional indicado en la directiva: registros de UCI segun documentacibn 76). vigente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.04.02;respectiva de acuerdo al resultado;El sistema DEBE cumplir el criterio funcional indicado en la directiva: respectiva de acuerdo al resultado;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.05.01;horas PARA cumplir con normativa horas. vigente referente a UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: horas PARA cumplir con normativa horas. vigente referente a UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.05.02;gestion administrativa de UCI. de permanencia, destinos;El sistema DEBE cumplir el criterio funcional indicado en la directiva: gestion administrativa de UCI. de permanencia, destinos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.01;Cuidados Intensivos Pediatrico, Unidad segiin cartera de servicio. de Cuidados Intermedios Pediatrico, Unidad de Cuidados Intermedios de otr;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Cuidados Intensivos Pediatrico, Unidad segiin cartera de servicio. de Cuidados Intermedios Pediatrico, Unidad de Cuidados Intermedios de otras;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.02;PARA cumplir con la obligatoriedad de UCI. organizacibn y funcionamiento establecida en la NTS UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: PARA cumplir con la obligatoriedad de UCI. organizacibn y funcionamiento establecida en la NTS UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.03;garantizar el funcionamiento permanente información y documentacidn de UCI. senalada las 24 horas del dia;El sistema DEBE cumplir el criterio funcional indicado en la directiva: garantizar el funcionamiento permanente información y documentacidn de UCI. senalada las 24 horas del dia;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.04;de via adrea, etc., PARA que el personal procedimientos de UCI. pueda cumplir con exigencias propias de trabajo en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: de via adrea, etc., PARA que el personal procedimientos de UCI. pueda cumplir con exigencias propias de trabajo en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.05;Requerimiento funcional extraído del anexo;El sistema DEBE cumplir el criterio funcional indicado en la directiva: Requerimiento funcional extraído del anexo;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.06.06;fecha (AAAA/MM/DD) y nombre del paciente, signos y sintomas de la enfermedad, antecedentes, examen clinico, diagndstico definitivo, tratamie;El sistema DEBE cumplir el criterio funcional indicado en la directiva: fecha (AAAA/MM/DD) y nombre del paciente, signos y sintomas de la enfermedad, antecedentes, examen clinico, diagndstico definitivo, tratamiento, consecuencias en caso de no seguir tratamiento, recomendaciones, prondstico,;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.01;paciente en la atencibn de la UCI Pediatrica. Cumplimiento parcial 1 punto: no aplica;El sistema DEBE cumplir el criterio funcional indicado en la directiva: paciente en la atencibn de la UCI Pediatrica. Cumplimiento parcial 1 punto: no aplica;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.02;"(milesZmmS); y la escala de Glasgow Coma PARA gestionar el ""Sequential";"El sistema DEBE cumplir el criterio funcional indicado en la directiva: (milesZmmS); y la escala de Glasgow Coma PARA gestionar el ""Sequential";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Atención en UCI (Anexo 22);N3.UCI.07.03;evaluacibn y la toma de decisiones teraphuticas en UCI;El sistema DEBE cumplir el criterio funcional indicado en la directiva: evaluacibn y la toma de decisiones teraphuticas en UCI;2: Cumplimiento Total / 0: No Cumplimiento;SI
